Const,Your Rating,Date Rated,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Main Actors
tt0119099,5,2020-09-25,Il tocco del male,Fallen,https://www.imdb.com/title/tt0119099,Film,7.0,124,1998,"Poliziesco, Drammatico, Giallo, Azione, Fantastico, Thriller",100431,1998-05-22,Gregory Hoblit,"Denzel Washington, John Goodman, Donald Sutherland"
tt0114746,7,2020-09-25,L'esercito delle 12 scimmie,Twelve Monkeys,https://www.imdb.com/title/tt0114746,Film,8.0,129,1995,"Giallo, Fantascienza, Thriller",672365,1996-05-07,Terry Gilliam,"Bruce Willis, Madeleine Stowe, Brad Pitt"
tt0398883,6,2020-09-25,Le conseguenze dell'amore,Le conseguenze dell'amore,https://www.imdb.com/title/tt0398883,Film,7.5,100,2004,"Drammatico, Poliziesco, Sentimentale",20175,2004-09-24,Paolo Sorrentino,"Toni Servillo, Olivia Magnani, Adriano Giannini"
tt0081505,8,2020-09-25,Shining,The Shining,https://www.imdb.com/title/tt0081505,Film,8.4,146,1980,"Drammatico, Horror",1200802,1980-12-22,Stanley Kubrick,"Jack Nicholson, Shelley Duvall, Danny Lloyd"
tt0119081,4,2020-09-25,Punto di non ritorno,Event Horizon,https://www.imdb.com/title/tt0119081,Film,6.6,96,1997,"Fantascienza, Thriller, Horror",210631,1998-01-23,Paul W.S. Anderson,"Laurence Fishburne, Sam Neill, Kathleen Quinlan"
tt0203009,7,2020-09-25,Moulin Rouge!,Moulin Rouge!,https://www.imdb.com/title/tt0203009,Film,7.6,127,2001,"Musical, Sentimentale, Drammatico",310986,2001-09-28,Baz Luhrmann,"Nicole Kidman, Ewan McGregor, John Leguizamo"
tt1440345,6,2020-09-25,This Must Be the Place,This Must Be the Place,https://www.imdb.com/title/tt1440345,Film,6.7,118,2011,"Drammatico, Commedia, Avventura",38317,2011-10-14,Paolo Sorrentino,"Sean Penn, Frances McDormand, Judd Hirsch"
tt1440266,5,2020-09-25,Pina,Pina,https://www.imdb.com/title/tt1440266,Film,7.6,103,2011,"Documentario, Musica",16561,2011-11-04,Wim Wenders,"Pina Bausch, Regina Advento, Malou Airaudo"
tt0118564,5,2020-09-25,Affliction,Affliction,https://www.imdb.com/title/tt0118564,Film,6.9,114,1997,"Thriller, Giallo, Drammatico",21165,1999-04-02,Paul Schrader,"Nick Nolte, Sissy Spacek, James Coburn"
tt0116996,5,2020-09-25,Mars Attacks!,Mars Attacks!,https://www.imdb.com/title/tt0116996,Film,6.4,106,1996,"Fantascienza, Commedia",255781,1997-03-07,Tim Burton,"Jack Nicholson, Pierce Brosnan, Sarah Jessica Parker"
tt0129794,6,2020-09-25,Un borghese piccolo piccolo,Un borghese piccolo piccolo,https://www.imdb.com/title/tt0129794,Film,7.8,122,1977,"Commedia, Poliziesco, Thriller, Drammatico",3374,1977-03-17,Mario Monicelli,"Alberto Sordi, Shelley Winters, Vincenzo Crocitti"
tt0103074,7,2020-09-25,Thelma & Louise,Thelma & Louise,https://www.imdb.com/title/tt0103074,Film,7.6,130,1991,"Drammatico, Avventura, Poliziesco",188940,1991-09-13,Ridley Scott,"Susan Sarandon, Geena Davis, Harvey Keitel"
tt0309377,7,2020-09-25,Debito di sangue,Blood Work,https://www.imdb.com/title/tt0309377,Film,6.4,110,2002,"Azione, Drammatico, Poliziesco, Giallo, Thriller",50269,2002-11-22,Clint Eastwood,"Clint Eastwood, Jeff Daniels, Anjelica Huston"
tt0144084,4,2020-09-25,American Psycho,American Psycho,https://www.imdb.com/title/tt0144084,Film,7.6,102,2000,"Poliziesco, Horror, Drammatico",811315,2001-05-25,Mary Harron,"Christian Bale, Justin Theroux, Josh Lucas"
tt0083190,6,2020-09-25,Strade violente,Thief,https://www.imdb.com/title/tt0083190,Film,7.4,123,1981,"Azione, Poliziesco, Drammatico, Thriller",46723,1981-09-03,Michael Mann,"James Caan, Tuesday Weld, Willie Nelson"
tt0077651,6,2020-09-25,Halloween - La notte delle streghe,Halloween,https://www.imdb.com/title/tt0077651,Film,7.7,91,1978,"Thriller, Horror",334156,1979-04-14,John Carpenter,"Donald Pleasence, Jamie Lee Curtis, Tony Moran"
tt0140352,8,2020-09-25,Insider - Dietro la verità,The Insider,https://www.imdb.com/title/tt0140352,Film,7.8,157,1999,"Biografico, Storico, Drammatico, Thriller",189863,2000-02-25,Michael Mann,"Russell Crowe, Al Pacino, Christopher Plummer"
tt0074119,8,2020-09-25,Tutti gli uomini del presidente,All the President's Men,https://www.imdb.com/title/tt0074119,Film,7.9,138,1976,"Storico, Drammatico, Thriller",135494,1976-10-21,Alan J. Pakula,"Dustin Hoffman, Robert Redford, Jack Warden"
tt0110932,7,2020-09-25,Quiz Show,Quiz Show,https://www.imdb.com/title/tt0110932,Film,7.5,133,1994,"Storico, Biografico, Drammatico",76792,1995-02-16,Robert Redford,"Ralph Fiennes, John Turturro, Rob Morrow"
tt0378947,6,2020-09-25,Melinda e Melinda,Melinda and Melinda,https://www.imdb.com/title/tt0378947,Film,6.4,99,2004,"Commedia, Drammatico, Sentimentale",33940,2004-12-22,Woody Allen,"Will Ferrell, Vinessa Shaw, Chiwetel Ejiofor"
tt0072637,7,2020-09-25,Amici miei,Amici miei,https://www.imdb.com/title/tt0072637,Film,7.9,140,1975,"Drammatico, Commedia",8528,1975-10-23,Mario Monicelli,"Ugo Tognazzi, Gastone Moschin, Philippe Noiret"
tt0217505,7,2020-09-25,Gangs of New York,Gangs of New York,https://www.imdb.com/title/tt0217505,Film,7.5,167,2002,"Poliziesco, Drammatico",497544,2003-01-24,Martin Scorsese,"Leonardo DiCaprio, Cameron Diaz, Daniel Day-Lewis"
tt0083549,8,2020-09-25,Amici miei - Atto II°,Amici miei - Atto II°,https://www.imdb.com/title/tt0083549,Film,7.6,127,1982,"Drammatico, Commedia",3529,1982-12-22,Mario Monicelli,"Ugo Tognazzi, Gastone Moschin, Adolfo Celi"
tt0109348,7,2020-09-25,Pallottole su Broadway,Bullets Over Broadway,https://www.imdb.com/title/tt0109348,Film,7.4,98,1994,"Poliziesco, Commedia",43856,1995-02-16,Woody Allen,"John Cusack, Dianne Wiest, Jennifer Tilly"
tt0109707,5,2020-09-25,Ed Wood,Ed Wood,https://www.imdb.com/title/tt0109707,Film,7.8,127,1994,"Biografico, Drammatico, Commedia",190194,1995-05-27,Tim Burton,"Johnny Depp, Martin Landau, Sarah Jessica Parker"
tt0122690,5,2020-09-25,Ronin,Ronin,https://www.imdb.com/title/tt0122690,Film,7.2,122,1998,"Poliziesco, Thriller, Azione",205127,1999-01-08,John Frankenheimer,"Robert De Niro, Jean Reno, Natascha McElhone"
tt0081398,7,2020-09-25,Toro scatenato,Raging Bull,https://www.imdb.com/title/tt0081398,Film,8.1,129,1980,"Sportivo, Biografico, Drammatico",403803,1981-02-12,Martin Scorsese,"Robert De Niro, Cathy Moriarty, Joe Pesci"
tt0057012,8,2020-09-25,Il dottor Stranamore - Ovvero: come ho imparato a non preoccuparmi e ad amare la bomba,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,https://www.imdb.com/title/tt0057012,Film,8.3,95,1964,"Guerra, Commedia",546056,1964-04-03,Stanley Kubrick,"Peter Sellers, George C. Scott, Sterling Hayden"
tt0111149,6,2020-09-25,Piccoli omicidi tra amici,Shallow Grave,https://www.imdb.com/title/tt0111149,Film,7.2,89,1994,"Poliziesco, Drammatico, Thriller",69971,1995-08-25,Danny Boyle,"Kerry Fox, Christopher Eccleston, Ewan McGregor"
tt0103759,4,2020-09-25,Il cattivo tenente,Bad Lieutenant,https://www.imdb.com/title/tt0103759,Film,7.0,96,1992,"Thriller, Poliziesco, Drammatico",51594,1993-05-21,Abel Ferrara,"Harvey Keitel, Brian McElroy, Frank Acciarito"
tt1680110,6,2020-09-25,Qualunquemente,Qualunquemente,https://www.imdb.com/title/tt1680110,Film,6.1,96,2011,Commedia,3270,2011-01-21,Giulio Manfredonia,"Antonio Albanese, Sergio Rubini, Lorenza Indovina"
tt0448694,4,2020-09-25,Il gatto con gli stivali,Puss in Boots,https://www.imdb.com/title/tt0448694,Film,6.6,90,2011,"Animazione, Avventura, Commedia, Per famiglie, Fantastico, Azione",207058,2011-12-16,Chris Miller,"Antonio Banderas, Salma Hayek, Zach Galifianakis"
tt0063374,6,2020-09-25,La strana coppia,The Odd Couple,https://www.imdb.com/title/tt0063374,Film,7.6,105,1968,Commedia,39475,1968-09-10,Gene Saks,"Jack Lemmon, Walter Matthau, John Fiedler"
tt0082351,7,2020-09-25,La cruna dell'ago,Eye of the Needle,https://www.imdb.com/title/tt0082351,Film,7.1,112,1981,"Guerra, Sentimentale, Thriller",13846,1981-12-17,Richard Marquand,"Donald Sutherland, Kate Nelligan, Stephen MacKenna"
tt0780504,4,2020-09-25,Drive,Drive,https://www.imdb.com/title/tt0780504,Film,7.8,100,2011,"Drammatico, Azione",750309,2011-09-30,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston"
tt0055913,7,2020-09-25,Divorzio all'italiana,Divorzio all'italiana,https://www.imdb.com/title/tt0055913,Film,7.9,105,1961,"Drammatico, Sentimentale, Commedia",15412,1962-05-22,Pietro Germi,"Marcello Mastroianni, Daniela Rocca, Stefania Sandrelli"
tt1182350,5,2020-09-25,Incontrerai l'uomo dei tuoi sogni,You Will Meet a Tall Dark Stranger,https://www.imdb.com/title/tt1182350,Film,6.3,98,2010,"Sentimentale, Commedia, Drammatico",48573,2010-12-03,Woody Allen,"Anthony Hopkins, Naomi Watts, Josh Brolin"
tt1285016,6,2020-09-25,The Social Network,The Social Network,https://www.imdb.com/title/tt1285016,Film,7.8,120,2010,"Drammatico, Biografico",806347,2010-11-11,David Fincher,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake"
tt0274117,4,2020-09-25,Sulle mie labbra,Sur mes lèvres,https://www.imdb.com/title/tt0274117,Film,7.3,115,2001,"Thriller, Sentimentale, Poliziesco, Drammatico",17170,2002-05-03,Jacques Audiard,"Vincent Cassel, Emmanuelle Devos, Olivier Gourmet"
tt0114368,7,2020-09-25,La scuola,La scuola,https://www.imdb.com/title/tt0114368,Film,7.0,104,1995,"Drammatico, Commedia",1121,1995-04-06,Daniele Luchetti,"Silvio Orlando, Anna Galiena, Fabrizio Bentivoglio"
tt0116296,7,2020-09-25,Ferie d'agosto,Ferie d'agosto,https://www.imdb.com/title/tt0116296,Film,6.7,106,1996,"Commedia, Drammatico",1279,1996-04-05,Paolo Virzì,"Silvio Orlando, Sabrina Ferilli, Ennio Fantastichini"
tt1840417,4,2020-09-25,The Words,The Words,https://www.imdb.com/title/tt1840417,Film,7.0,102,2012,"Drammatico, Sentimentale, Giallo, Thriller",83955,2012-09-21,"Brian Klugman,Lee Sternthal","Bradley Cooper, Dennis Quaid, Olivia Wilde"
tt0089853,6,2020-09-25,La rosa purpurea del Cairo,The Purple Rose of Cairo,https://www.imdb.com/title/tt0089853,Film,7.6,82,1985,"Fantastico, Sentimentale, Commedia",58436,1985-05-17,Woody Allen,"Mia Farrow, Jeff Daniels, Danny Aiello"
tt0780571,3,2020-09-25,Mr. Brooks,Mr. Brooks,https://www.imdb.com/title/tt0780571,Film,7.2,120,2007,"Drammatico, Thriller, Poliziesco, Giallo",162306,2007-10-05,Bruce A. Evans,"Kevin Costner, Demi Moore, William Hurt"
tt0157062,5,2020-09-25,La stanza accanto,La stanza accanto,https://www.imdb.com/title/tt0157062,Film,5.6,94,1994,"Thriller, Horror, Giallo",102,1994-09-01,Fabrizio Laurenti,"Mark Benninghoffen, Thomas Patrick, Wanja Mary Sellers"
tt0108399,7,2020-09-25,Una vita al massimo,True Romance,https://www.imdb.com/title/tt0108399,Film,7.9,119,1993,"Thriller, Drammatico, Poliziesco, Sentimentale",257341,1993-11-25,Tony Scott,"Christian Slater, Patricia Arquette, Dennis Hopper"
tt1176740,7,2020-09-25,American Life,Away We Go,https://www.imdb.com/title/tt1176740,Film,7.0,98,2009,"Commedia, Drammatico, Sentimentale",56388,2010-12-17,Sam Mendes,"John Krasinski, Maya Rudolph, Allison Janney"
tt0109445,8,2020-09-25,Clerks - Commessi,Clerks,https://www.imdb.com/title/tt0109445,Film,7.7,92,1994,Commedia,238769,1995-02-01,Kevin Smith,"Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti"
tt0134119,5,2020-09-25,Il talento di Mr. Ripley,The Talented Mr. Ripley,https://www.imdb.com/title/tt0134119,Film,7.4,139,1999,"Poliziesco, Drammatico, Thriller",266299,2000-03-17,Anthony Minghella,"Matt Damon, Gwyneth Paltrow, Jude Law"
tt1068680,5,2020-09-25,Una parola può cambiare tutto - Yes Man,Yes Man,https://www.imdb.com/title/tt1068680,Film,6.8,104,2008,"Commedia, Sentimentale",400615,2009-01-09,Peyton Reed,"Jim Carrey, Zooey Deschanel, Bradley Cooper"
tt0073312,8,2020-09-25,Amore e guerra,Love and Death,https://www.imdb.com/title/tt0073312,Film,7.6,85,1975,"Guerra, Commedia",43317,1975-10-28,Woody Allen,"Woody Allen, Diane Keaton, Georges Adet"
tt1615065,5,2020-09-25,Le belve,Savages,https://www.imdb.com/title/tt1615065,Film,6.4,131,2012,"Poliziesco, Thriller, Drammatico",137899,2012-10-25,Oliver Stone,"Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively"
tt0113189,6,2020-09-25,GoldenEye,GoldenEye,https://www.imdb.com/title/tt0113189,Film,7.2,130,1995,"Thriller, Avventura, Azione",282026,1996-01-12,Martin Campbell,"Pierce Brosnan, Sean Bean, Izabella Scorupco"
tt0128442,6,2020-09-25,Il giocatore - Rounders,Rounders,https://www.imdb.com/title/tt0128442,Film,7.3,121,1998,"Poliziesco, Drammatico",166713,1999-02-05,John Dahl,"Matt Damon, Edward Norton, Gretchen Mol"
tt1270798,5,2020-09-25,X-Men - L'inizio,X: First Class,https://www.imdb.com/title/tt1270798,Film,7.7,131,2011,"Azione, Fantascienza",756365,2011-06-08,Matthew Vaughn,"James McAvoy, Michael Fassbender, Jennifer Lawrence"
tt0060490,6,2020-09-25,Detective's Story,Harper,https://www.imdb.com/title/tt0060490,Film,6.8,121,1966,"Thriller, Poliziesco, Drammatico, Giallo",11962,1966-04-09,Jack Smight,"Paul Newman, Lauren Bacall, Julie Harris"
tt0078718,7,2020-09-25,...e giustizia per tutti,...And Justice for All,https://www.imdb.com/title/tt0078718,Film,7.4,119,1979,"Poliziesco, Drammatico, Thriller",44129,1979-12-21,Norman Jewison,"Al Pacino, Jack Warden, John Forsythe"
tt0119989,5,2020-09-25,L'ombra del dubbio,Shadow of Doubt,https://www.imdb.com/title/tt0119989,Film,5.3,103,1998,"Thriller, Giallo",2145,1999-08-20,Randal Kleiser,"Melanie Griffith, Tom Berenger, Craig Sheffer"
tt1024648,7,2020-09-25,Argo,Argo,https://www.imdb.com/title/tt1024648,Film,7.7,120,2012,"Thriller, Drammatico, Biografico, Storico",659701,2012-11-08,Ben Affleck,"Ben Affleck, Bryan Cranston, John Goodman"
tt0067429,7,2020-09-25,Milano calibro 9,Milano calibro 9,https://www.imdb.com/title/tt0067429,Film,7.4,100,1972,"Thriller, Drammatico, Poliziesco, Azione",5358,1972-08-10,Fernando Di Leo,"Gastone Moschin, Barbara Bouchet, Mario Adorf"
tt1210166,6,2020-09-25,L'arte di vincere,Moneyball,https://www.imdb.com/title/tt1210166,Film,7.6,133,2011,"Drammatico, Sportivo, Biografico",498939,2012-01-27,Bennett Miller,"Brad Pitt, Robin Wright, Jonah Hill"
tt0087781,5,2020-09-25,Il migliore,The Natural,https://www.imdb.com/title/tt0087781,Film,7.4,138,1984,"Sportivo, Drammatico",56519,1984-10-11,Barry Levinson,"Robert Redford, Robert Duvall, Glenn Close"
tt0107048,5,2020-09-25,Ricomincio da capo,Groundhog Day,https://www.imdb.com/title/tt0107048,Film,8.0,101,1993,"Fantastico, Drammatico, Sentimentale, Commedia",729079,1993-04-08,Harold Ramis,"Bill Murray, Andie MacDowell, Chris Elliott"
tt1423894,7,2020-09-25,La versione di Barney,Barney's Version,https://www.imdb.com/title/tt1423894,Film,7.3,134,2010,"Drammatico, Commedia",27234,2011-01-14,Richard J. Lewis,"Paul Giamatti, Rosamund Pike, Jake Hoffman"
tt0268978,7,2020-09-25,A Beautiful Mind,A Beautiful Mind,https://www.imdb.com/title/tt0268978,Film,8.2,135,2001,"Biografico, Giallo, Drammatico",1039914,2002-02-22,Ron Howard,"Russell Crowe, Ed Harris, Jennifer Connelly"
tt0078788,8,2020-09-25,Apocalypse Now,Apocalypse Now,https://www.imdb.com/title/tt0078788,Film,8.4,147,1979,"Drammatico, Giallo, Guerra",759488,1979-12-18,Francis Ford Coppola,"Martin Sheen, Marlon Brando, Robert Duvall"
tt0119177,6,2020-09-25,Gattaca - La porta dell'universo,Gattaca,https://www.imdb.com/title/tt0119177,Film,7.7,106,1997,"Fantascienza, Drammatico, Thriller",342061,1998-03-06,Andrew Niccol,"Ethan Hawke, Uma Thurman, Jude Law"
tt1229238,4,2020-09-25,Mission: Impossible - Protocollo fantasma,Mission: Impossible - Ghost Protocol,https://www.imdb.com/title/tt1229238,Film,7.4,132,2011,"Azione, Thriller, Avventura",559268,2012-01-27,Brad Bird,"Tom Cruise, Jeremy Renner, Simon Pegg"
tt1142977,5,2020-09-25,Frankenweenie,Frankenweenie,https://www.imdb.com/title/tt1142977,Film,6.9,87,2012,"Animazione, Commedia, Per famiglie, Fantascienza, Horror, Drammatico, Thriller",124846,2013-01-17,Tim Burton,"Winona Ryder, Catherine O'Hara, Martin Short"
tt0078748,6,2020-09-25,Alien,Alien,https://www.imdb.com/title/tt0078748,Film,8.5,117,1979,"Horror, Fantascienza",1046069,1979-10-25,Ridley Scott,"Sigourney Weaver, Tom Skerritt, John Hurt"
tt1853728,8,2020-09-25,Django Unchained,Django Unchained,https://www.imdb.com/title/tt1853728,Film,8.5,165,2012,"Western, Drammatico",1842924,2013-01-17,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio"
tt0090728,5,2020-09-25,Grosso guaio a Chinatown,Big Trouble in Little China,https://www.imdb.com/title/tt0090728,Film,7.2,99,1986,"Commedia, Avventura, Fantastico, Azione",164396,1986-09-05,John Carpenter,"Kurt Russell, Kim Cattrall, Dennis Dun"
tt1650062,6,2020-09-25,Super 8,Super 8,https://www.imdb.com/title/tt1650062,Film,7.0,112,2011,"Fantascienza, Thriller, Azione",377816,2011-09-09,J.J. Abrams,"Elle Fanning, AJ Michalka, Kyle Chandler"
tt0970179,8,2020-09-25,Hugo Cabret,Hugo,https://www.imdb.com/title/tt0970179,Film,7.5,126,2011,"Avventura, Giallo, Drammatico, Fantastico, Per famiglie",346536,2012-02-03,Martin Scorsese,"Asa Butterfield, Chloë Grace Moretz, Christopher Lee"
tt0299658,6,2020-09-25,Chicago,Chicago,https://www.imdb.com/title/tt0299658,Film,7.2,113,2002,"Musical, Commedia, Poliziesco",253885,2003-02-20,Rob Marshall,"Renée Zellweger, Catherine Zeta-Jones, Richard Gere"
tt1707386,4,2020-09-25,Les Misérables,Les Misérables,https://www.imdb.com/title/tt1707386,Film,7.5,158,2012,"Musical, Drammatico, Sentimentale",358698,2013-01-31,Tom Hooper,"Hugh Jackman, Russell Crowe, Anne Hathaway"
tt0338013,7,2020-09-25,Se mi lasci ti cancello,Eternal Sunshine of the Spotless Mind,https://www.imdb.com/title/tt0338013,Film,8.3,108,2004,"Drammatico, Fantascienza, Sentimentale",1161781,2004-10-22,Michel Gondry,"Jim Carrey, Kate Winslet, Tom Wilkinson"
tt1409024,5,2020-09-25,Men in Black 3,Men in Black³,https://www.imdb.com/title/tt1409024,Film,6.8,106,2012,"Azione, Commedia, Fantascienza, Avventura",406861,2012-05-23,Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Josh Brolin"
tt1542344,5,2020-09-25,127 ore,127 Hours,https://www.imdb.com/title/tt1542344,Film,7.5,94,2010,"Drammatico, Biografico",420013,2011-02-25,Danny Boyle,"James Franco, Amber Tamblyn, Kate Mara"
tt1045658,6,2020-09-25,Il lato positivo - Silver Linings Playbook,Silver Linings Playbook,https://www.imdb.com/title/tt1045658,Film,7.7,122,2012,"Commedia, Drammatico, Sentimentale",766921,2013-03-07,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro"
tt0073453,6,2020-09-25,Bersaglio di notte,Night Moves,https://www.imdb.com/title/tt0073453,Film,7.1,100,1975,"Giallo, Poliziesco, Drammatico, Thriller",20682,1975-08-30,Arthur Penn,"Gene Hackman, Jennifer Warren, Edward Binns"
tt0427470,7,2020-09-25,Sguardo nel vuoto,The Lookout,https://www.imdb.com/title/tt0427470,Film,6.9,99,2007,"Poliziesco, Drammatico, Thriller",61690,2007-07-13,Scott Frank,"Joseph Gordon-Levitt, Jeff Daniels, Matthew Goode"
tt0265459,6,2020-09-25,One Hour Photo,One Hour Photo,https://www.imdb.com/title/tt0265459,Film,6.8,96,2002,"Drammatico, Thriller",138391,2002-10-18,Mark Romanek,"Robin Williams, Connie Nielsen, Michael Vartan"
tt0477348,7,2020-09-25,Non è un paese per vecchi,No Country for Old Men,https://www.imdb.com/title/tt0477348,Film,8.2,122,2007,"Thriller, Poliziesco, Drammatico",1160478,2008-02-22,"Ethan Coen,Joel Coen","Tommy Lee Jones, Javier Bardem, Josh Brolin"
tt1242422,7,2020-09-25,Cella 211,Celda 211,https://www.imdb.com/title/tt1242422,Film,7.6,113,2009,"Azione, Drammatico, Thriller, Poliziesco",73253,2010-04-16,Daniel Monzón,"Luis Tosar, Alberto Ammann, Antonio Resines"
tt0209144,8,2020-09-25,Memento,Memento,https://www.imdb.com/title/tt0209144,Film,8.4,113,2000,"Drammatico, Thriller, Giallo",1411842,2001-01-19,Christopher Nolan,"Guy Pearce, Carrie-Anne Moss, Joe Pantoliano"
tt0265666,7,2020-09-25,I Tenenbaum,The Royal Tenenbaums,https://www.imdb.com/title/tt0265666,Film,7.6,110,2001,"Drammatico, Commedia",328785,2002-03-29,Wes Anderson,"Gene Hackman, Gwyneth Paltrow, Anjelica Huston"
tt1723811,5,2020-09-25,Shame,Shame,https://www.imdb.com/title/tt1723811,Film,7.2,101,2011,Drammatico,214791,2012-01-13,Steve McQueen,"Michael Fassbender, Carey Mulligan, James Badge Dale"
tt0109831,6,2020-09-25,Quattro matrimoni e un funerale,Four Weddings and a Funeral,https://www.imdb.com/title/tt0109831,Film,7.1,117,1994,"Drammatico, Sentimentale, Commedia",177817,1994-10-13,Mike Newell,"Hugh Grant, Andie MacDowell, James Fleet"
tt0896872,7,2020-09-25,The Whistleblower,The Whistleblower,https://www.imdb.com/title/tt0896872,Film,7.1,112,2010,"Drammatico, Biografico, Poliziesco",36896,2011-10-27,Larysa Kondracki,"Rachel Weisz, Monica Bellucci, Vanessa Redgrave"
