Const,Your Rating,Date Rated,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Main Actors
tt1446714,7,2020-09-25,Prometheus,Prometheus,https://www.imdb.com/title/tt1446714,Film,7.0,124,2012,"Avventura, Fantascienza, Giallo",689035,2012-09-14,Ridley Scott,"Noomi Rapace, Logan Marshall-Green, Michael Fassbender"
tt0174856,8,2020-09-25,Hurricane - Il grido dell'innocenza,The Hurricane,https://www.imdb.com/title/tt0174856,Film,7.6,146,1999,"Biografico, Sportivo, Drammatico",106619,2000-03-31,Norman Jewison,"Denzel Washington, Vicellous Shannon, Deborah Kara Unger"
tt0061512,8,2020-09-25,Nick mano fredda,Cool Hand Luke,https://www.imdb.com/title/tt0061512,Film,8.0,127,1967,"Poliziesco, Drammatico",196025,1967-12-21,Stuart Rosenberg,"Paul Newman, George Kennedy, Strother Martin"
tt0092005,7,2020-09-25,Stand by Me - Ricordo di un'estate,Stand by Me,https://www.imdb.com/title/tt0092005,Film,8.1,89,1986,"Commedia, Drammatico, Avventura",475942,1987-03-29,Rob Reiner,"Wil Wheaton, River Phoenix, Corey Feldman"
tt0067800,7,2020-09-25,Cane di paglia,Straw Dogs,https://www.imdb.com/title/tt0067800,Film,7.4,113,1971,"Poliziesco, Drammatico, Thriller",67550,1972-02-03,Sam Peckinpah,"Dustin Hoffman, Susan George, Peter Vaughan"
tt0167190,6,2020-09-25,Hellboy,Hellboy,https://www.imdb.com/title/tt0167190,Film,6.9,122,2004,"Fantastico, Avventura, Fantascienza, Horror, Azione",366781,2004-10-08,Guillermo del Toro,"Ron Perlman, Doug Jones, Selma Blair"
tt1454468,6,2020-09-25,Gravity,Gravity,https://www.imdb.com/title/tt1454468,Film,7.7,91,2013,"Fantascienza, Thriller, Drammatico",891396,2013-10-03,Alfonso Cuarón,"Sandra Bullock, George Clooney, Ed Harris"
tt2179121,6,2020-09-25,Cena tra amici,Le prénom,https://www.imdb.com/title/tt2179121,Film,7.3,109,2012,"Commedia, Drammatico",19693,2012-07-06,"Alexandre de La Patellière,Matthieu Delaporte","Patrick Bruel, Valérie Benguigui, Charles Berling"
tt0038650,7,2020-09-25,La vita è meravigliosa,It's a Wonderful Life,https://www.imdb.com/title/tt0038650,Film,8.6,130,1946,"Per famiglie, Fantastico, Sentimentale, Drammatico",541455,1948-03-11,Frank Capra,"James Stewart, Donna Reed, Lionel Barrymore"
tt1276104,6,2020-09-25,Looper,Looper,https://www.imdb.com/title/tt1276104,Film,7.4,119,2012,"Fantascienza, Azione, Thriller, Drammatico",623394,2013-01-31,Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt"
tt0046521,7,2020-09-25,I vitelloni,I vitelloni,https://www.imdb.com/title/tt0046521,Film,7.8,107,1953,"Commedia, Drammatico",22855,1954-09-02,Federico Fellini,"Alberto Sordi, Franco Fabrizi, Franco Interlenghi"
tt0948470,7,2020-09-25,The Amazing Spider-Man,The Amazing Spider-Man,https://www.imdb.com/title/tt0948470,Film,6.9,136,2012,"Azione, Fantascienza",750084,2012-07-04,Marc Webb,"Andrew Garfield, Emma Stone, Rhys Ifans"
tt1291584,8,2020-09-25,Warrior,Warrior,https://www.imdb.com/title/tt1291584,Film,8.1,140,2011,"Drammatico, Sportivo, Azione",522764,2011-11-04,Gavin O'Connor,"Tom Hardy, Nick Nolte, Joel Edgerton"
tt0065571,6,2020-09-25,Il conformista,Il conformista,https://www.imdb.com/title/tt0065571,Film,7.9,113,1970,Drammatico,38225,1971-01-29,Bernardo Bertolucci,"Jean-Louis Trintignant, Stefania Sandrelli, Gastone Moschin"
tt1174730,6,2020-09-25,City Island,City Island,https://www.imdb.com/title/tt1174730,Film,7.3,104,2009,"Commedia, Drammatico",33252,2010-05-25,Raymond De Felitta,"Andy Garcia, Julianna Margulies, Steven Strait"
tt1188988,5,2020-09-25,Ex,Ex,https://www.imdb.com/title/tt1188988,Film,6.2,120,2009,"Sentimentale, Commedia",2338,2009-02-06,Fausto Brizzi,"Claudia Gerini, Flavio Insinna, Silvio Orlando"
tt0110917,7,2020-09-25,Una pura formalità,Una pura formalità,https://www.imdb.com/title/tt0110917,Film,7.5,108,1994,"Drammatico, Poliziesco, Thriller",13395,1994-05-15,Giuseppe Tornatore,"Gérard Depardieu, Roman Polanski, Sergio Rubini"
tt1655442,5,2020-09-25,The Artist,The Artist,https://www.imdb.com/title/tt1655442,Film,7.8,100,2011,"Sentimentale, Commedia, Drammatico",254056,2011-12-09,Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman"
tt0067411,7,2020-09-25,I compari,McCabe & Mrs. Miller,https://www.imdb.com/title/tt0067411,Film,7.6,120,1971,"Drammatico, Western",29891,1971-10-02,Robert Altman,"Warren Beatty, Julie Christie, Rene Auberjonois"
tt1212450,8,2020-09-25,Lawless,Lawless,https://www.imdb.com/title/tt1212450,Film,7.2,116,2012,"Drammatico, Poliziesco, Biografico, Thriller",260933,2012-11-29,John Hillcoat,"Tom Hardy, Shia LaBeouf, Guy Pearce"
tt0879870,5,2020-09-25,Mangia prega ama,Eat Pray Love,https://www.imdb.com/title/tt0879870,Film,5.9,133,2010,"Drammatico, Sentimentale, Biografico, Commedia",112355,2010-09-17,Ryan Murphy,"Julia Roberts, Javier Bardem, Richard Jenkins"
tt0790724,7,2020-09-25,Jack Reacher - La prova decisiva,Jack Reacher,https://www.imdb.com/title/tt0790724,Film,7.0,130,2012,"Azione, Thriller",386020,2013-01-03,Christopher McQuarrie,"Tom Cruise, Rosamund Pike, Richard Jenkins"
tt0058564,5,2020-09-25,Sedotta e abbandonata,Sedotta e abbandonata,https://www.imdb.com/title/tt0058564,Film,7.9,118,1964,"Drammatico, Commedia",4230,1964-07-24,Pietro Germi,"Saro Urzì, Stefania Sandrelli, Aldo Puglisi"
tt0993842,4,2020-09-25,Hanna,Hanna,https://www.imdb.com/title/tt0993842,Film,6.7,111,2011,"Thriller, Azione, Drammatico, Avventura",213355,2011-08-12,Joe Wright,"Saoirse Ronan, Cate Blanchett, Eric Bana"
tt0079116,7,2020-09-25,Fuga da Alcatraz,Escape from Alcatraz,https://www.imdb.com/title/tt0079116,Film,7.5,112,1979,"Poliziesco, Drammatico, Biografico, Thriller",161067,1979-10-19,Don Siegel,"Clint Eastwood, Patrick McGoohan, Roberts Blossom"
tt0085794,6,2020-09-25,Re per una notte,The King of Comedy,https://www.imdb.com/title/tt0085794,Film,7.8,109,1982,"Thriller, Poliziesco, Drammatico, Commedia",129321,1982-12-18,Martin Scorsese,"Robert De Niro, Jerry Lewis, Diahnne Abbott"
tt2080374,7,2020-09-25,Steve Jobs,Steve Jobs,https://www.imdb.com/title/tt2080374,Film,7.2,122,2015,"Biografico, Drammatico",185558,2016-01-21,Danny Boyle,"Michael Fassbender, Kate Winslet, Seth Rogen"
tt0078841,5,2020-09-25,Oltre il giardino,Being There,https://www.imdb.com/title/tt0078841,Film,7.9,130,1979,"Drammatico, Commedia",81873,1980-10-02,Hal Ashby,"Peter Sellers, Shirley MacLaine, Melvyn Douglas"
tt1764183,4,2020-09-13,La frode,Arbitrage,https://www.imdb.com/title/tt1764183,Film,6.6,107,2012,"Thriller, Drammatico",57052,2013-03-14,Nicholas Jarecki,"Richard Gere, Susan Sarandon, Brit Marling"
tt0054215,8,2020-09-09,Psyco,Psycho,https://www.imdb.com/title/tt0054215,Film,8.5,109,1960,"Giallo, Thriller, Horror, Drammatico",774277,1960-10-28,Alfred Hitchcock,"Anthony Perkins, Janet Leigh, Vera Miles"
tt6723592,6,2020-09-08,Tenet,Tenet,https://www.imdb.com/title/tt6723592,Film,7.3,150,2020,"Azione, Fantascienza, Thriller",650491,2020-08-26,Christopher Nolan,"John David Washington, Robert Pattinson, Elizabeth Debicki"
tt1130884,7,2020-09-08,Shutter Island,Shutter Island,https://www.imdb.com/title/tt1130884,Film,8.2,138,2010,"Thriller, Giallo, Drammatico",1599663,2010-03-05,Martin Scorsese,"Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo"
tt0119468,6,2020-08-30,Il collezionista,Kiss the Girls,https://www.imdb.com/title/tt0119468,Film,6.6,115,1997,"Poliziesco, Drammatico, Thriller, Giallo",98753,1998-02-13,Gary Fleder,"Morgan Freeman, Ashley Judd, Cary Elwes"
tt1270797,6,2020-08-25,Venom,Venom,https://www.imdb.com/title/tt1270797,Film,6.6,112,2018,"Azione, Fantascienza, Avventura",594546,2018-10-04,Ruben Fleischer,"Tom Hardy, Michelle Williams, Riz Ahmed"
tt2316411,6,2020-08-03,Enemy,Enemy,https://www.imdb.com/title/tt2316411,Film,6.9,91,2013,"Thriller, Giallo, Drammatico",233559,2014-03-14,Denis Villeneuve,"Jake Gyllenhaal, Mélanie Laurent, Sarah Gadon"
tt0052357,7,2020-08-02,La donna che visse due volte,Vertigo,https://www.imdb.com/title/tt0052357,Film,8.2,128,1958,"Sentimentale, Thriller, Giallo",453693,1958-12-18,Alfred Hitchcock,"James Stewart, Kim Novak, Barbara Bel Geddes"
tt0110475,7,2020-08-01,The Mask - Da zero a mito,The Mask,https://www.imdb.com/title/tt0110475,Film,7.0,101,1994,"Poliziesco, Commedia, Fantastico",459807,1994-12-16,Chuck Russell,"Jim Carrey, Cameron Diaz, Peter Riegert"
tt0049866,7,2020-08-01,"Totò, Peppino e la... malafemmina","Totò, Peppino e la... malafemmina",https://www.imdb.com/title/tt0049866,Film,7.7,106,1956,"Musical, Sentimentale, Commedia",2247,1956-08-14,Camillo Mastrocinque,"Totò, Peppino De Filippo, Dorian Gray"
tt0120679,6,2020-07-07,Frida,Frida,https://www.imdb.com/title/tt0120679,Film,7.3,123,2002,"Biografico, Sentimentale, Drammatico",100702,2003-01-17,Julie Taymor,"Salma Hayek, Alfred Molina, Geoffrey Rush"
tt0169547,9,2020-07-03,American Beauty,American Beauty,https://www.imdb.com/title/tt0169547,Film,8.3,122,1999,Drammatico,1267159,2000-01-21,Sam Mendes,"Kevin Spacey, Annette Bening, Thora Birch"
tt9777644,6,2020-06-15,Da 5 Bloods - Come fratelli,Da 5 Bloods,https://www.imdb.com/title/tt9777644,Film,6.5,154,2020,"Drammatico, Guerra, Avventura",56973,2020-06-12,Spike Lee,"Delroy Lindo, Jonathan Majors, Clarke Peters"
tt1375666,8,2020-06-15,Inception,Inception,https://www.imdb.com/title/tt1375666,Film,8.8,148,2010,"Fantascienza, Thriller, Azione, Avventura",2758169,2010-09-24,Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page"
tt0093409,6,2020-06-10,Arma letale,Lethal Weapon,https://www.imdb.com/title/tt0093409,Film,7.6,109,1987,"Thriller, Poliziesco, Azione",291689,1987-09-11,Richard Donner,"Mel Gibson, Danny Glover, Gary Busey"
tt0105112,5,2020-06-08,Giochi di potere,Patriot Games,https://www.imdb.com/title/tt0105112,Film,6.9,117,1992,"Thriller, Azione",126848,1992-10-09,Phillip Noyce,"Harrison Ford, Sean Bean, Anne Archer"
tt0119978,7,2020-06-05,L'uomo della pioggia,The Rainmaker,https://www.imdb.com/title/tt0119978,Film,7.2,135,1997,"Thriller, Poliziesco, Drammatico",89337,1998-01-29,Francis Ford Coppola,"Matt Damon, Danny DeVito, Claire Danes"
tt7063210,6,2020-06-02,The Place,The Place,https://www.imdb.com/title/tt7063210,Film,7.0,105,2017,"Drammatico, Giallo, Thriller",13427,2017-11-09,Paolo Genovese,"Valerio Mastandrea, Marco Giallini, Alessandro Borghi"
tt0099810,6,2020-06-01,Caccia a Ottobre Rosso,The Hunt for Red October,https://www.imdb.com/title/tt0099810,Film,7.5,135,1990,"Azione, Thriller, Avventura",227401,1990-03-02,John McTiernan,"Sean Connery, Alec Baldwin, Scott Glenn"
tt1392190,8,2020-05-30,Mad Max: Fury Road,Mad Max: Fury Road,https://www.imdb.com/title/tt1392190,Film,8.1,120,2015,"Azione, Avventura, Fantascienza",1189327,2015-05-14,George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult"
tt0106977,6,2020-05-25,Il fuggitivo,The Fugitive,https://www.imdb.com/title/tt0106977,Film,7.8,130,1993,"Poliziesco, Azione, Giallo, Drammatico, Thriller",340695,1993-09-09,Andrew Davis,"Harrison Ford, Tommy Lee Jones, Sela Ward"
tt0813547,7,2020-05-24,Il falsario - Operazione Bernhard,Die Fälscher,https://www.imdb.com/title/tt0813547,Film,7.5,99,2007,"Drammatico, Guerra, Poliziesco, Storico",48272,2007-11-09,Stefan Ruzowitzky,"Karl Markovics, August Diehl, Devid Striesow"
tt2358891,9,2020-05-21,La grande bellezza,La grande bellezza,https://www.imdb.com/title/tt2358891,Film,7.7,141,2013,Drammatico,104536,2013-05-21,Paolo Sorrentino,"Toni Servillo, Carlo Verdone, Sabrina Ferilli"
tt2281345,7,2020-05-21,Magnifica presenza,Magnifica presenza,https://www.imdb.com/title/tt2281345,Film,6.6,105,2012,"Drammatico, Commedia, Fantastico",5684,2012-03-16,Ferzan Özpetek,"Elio Germano, Margherita Buy, Vittoria Puccini"
tt6892206,6,2020-05-17,Napoli velata,Napoli velata,https://www.imdb.com/title/tt6892206,Film,5.8,113,2017,"Giallo, Drammatico, Sentimentale",3194,2017-12-28,Ferzan Özpetek,"Giovanna Mezzogiorno, Alessandro Borghi, Anna Bonaiuto"
tt0088847,7,2020-05-08,Breakfast Club,The Breakfast Club,https://www.imdb.com/title/tt0088847,Film,7.8,97,1985,"Commedia, Drammatico",466219,1985-09-27,John Hughes,"Emilio Estevez, Judd Nelson, Molly Ringwald"
tt0034248,6,2020-05-03,Il sospetto,Suspicion,https://www.imdb.com/title/tt0034248,Film,7.2,99,1941,"Noir, Drammatico, Thriller, Giallo",45755,1945-10-03,Alfred Hitchcock,"Cary Grant, Joan Fontaine, Cedric Hardwicke"
tt0023251,7,2020-04-28,La scala musicale,The Music Box,https://www.imdb.com/title/tt0023251,Corto,7.9,29,1932,"Cortometraggio, Per famiglie, Commedia",8494,1932-04-16,James Parrott,"Stan Laurel, Oliver Hardy, Dinah"
tt7049682,8,2020-04-28,Watchmen,Watchmen,https://www.imdb.com/title/tt7049682,Mini serie TV,8.2,60,2019,"Drammatico, Giallo, Fantascienza, Poliziesco",143638,2019-10-21,,"Regina King, Yahya Abdul-Mateen II, Tom Mison"
tt0073195,7,2020-04-09,Lo squalo,Jaws,https://www.imdb.com/title/tt0073195,Film,8.1,124,1975,"Avventura, Horror, Thriller",723383,1975-12-19,Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss"
tt0172495,7,2020-04-04,Il gladiatore,Gladiator,https://www.imdb.com/title/tt0172495,Film,8.5,155,2000,"Avventura, Drammatico, Azione",1811679,2000-05-19,Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen"
tt0119488,9,2020-03-29,L.A. Confidential,L.A. Confidential,https://www.imdb.com/title/tt0119488,Film,8.2,138,1997,"Poliziesco, Drammatico, Thriller, Giallo",651456,1997-11-07,Curtis Hanson,"Kevin Spacey, Russell Crowe, Guy Pearce"
tt1950186,7,2020-03-21,Le Mans '66 - La grande sfida,Ford v Ferrari,https://www.imdb.com/title/tt1950186,Film,8.1,152,2019,"Azione, Drammatico, Biografico, Sportivo",550408,2019-11-14,James Mangold,"Matt Damon, Christian Bale, Jon Bernthal"
tt3890160,5,2020-03-19,Baby Driver - Il genio della fuga,Baby Driver,https://www.imdb.com/title/tt3890160,Film,7.5,113,2017,"Azione, Musica, Poliziesco, Drammatico",669197,2017-09-07,Edgar Wright,"Ansel Elgort, Jon Bernthal, Jon Hamm"
tt4287320,5,2020-03-13,The Circle,The Circle,https://www.imdb.com/title/tt4287320,Film,5.4,110,2017,"Fantascienza, Thriller, Drammatico, Giallo",104485,2017-04-27,James Ponsoldt,"Emma Watson, Tom Hanks, John Boyega"
tt0104798,6,2020-03-13,Maledetto il giorno che t'ho incontrato,Maledetto il giorno che t'ho incontrato,https://www.imdb.com/title/tt0104798,Film,6.8,112,1992,Commedia,1887,1992-01-31,Carlo Verdone,"Carlo Verdone, Margherita Buy, Giancarlo Dettori"
tt0106856,6,2020-03-07,Un giorno di ordinaria follia,Falling Down,https://www.imdb.com/title/tt0106856,Film,7.5,113,1993,"Poliziesco, Drammatico, Thriller",222345,1993-02-26,Joel Schumacher,"Michael Douglas, Robert Duvall, Barbara Hershey"
tt0353969,6,2020-02-21,Memorie di un assassino,Salinui chueok,https://www.imdb.com/title/tt0353969,Film,8.1,131,2003,"Giallo, Poliziesco, Drammatico, Thriller",255960,2020-02-13,Bong Joon Ho,"Song Kang-ho, Kim Sang-kyung, Kim Roe-ha"
tt3513548,5,2020-02-11,Richard Jewell,Richard Jewell,https://www.imdb.com/title/tt3513548,Film,7.5,131,2019,"Drammatico, Poliziesco, Biografico",104995,2020-01-16,Clint Eastwood,"Paul Walter Hauser, Sam Rockwell, Brandon Stanley"
tt0257044,8,2020-02-08,Era mio padre,Road to Perdition,https://www.imdb.com/title/tt0257044,Film,7.6,117,2002,"Thriller, Poliziesco, Drammatico",297485,2002-12-13,Sam Mendes,"Tom Hanks, Tyler Hoechlin, Rob Maxey"
tt7105944,6,2020-02-01,A casa tutti bene,A casa tutti bene,https://www.imdb.com/title/tt7105944,Film,6.1,105,2018,"Commedia, Drammatico, Sentimentale",3525,2018-02-14,Gabriele Muccino,"Stefano Accorsi, Carolina Crescentini, Elena Cucci"
tt8579674,7,2020-02-01,1917,1917,https://www.imdb.com/title/tt8579674,Film,8.2,119,2019,"Guerra, Drammatico, Azione",751851,2020-01-23,Sam Mendes,"Dean-Charles Chapman, George MacKay, Daniel Mays"
tt7736478,6,2020-01-28,Il traditore,Il traditore,https://www.imdb.com/title/tt7736478,Film,7.1,153,2019,"Drammatico, Biografico, Poliziesco",14217,2019-05-23,Marco Bellocchio,"Pierfrancesco Favino, Maria Fernanda Cândido, Fabrizio Ferracane"
tt10256570,7,2020-01-28,La dea fortuna,La dea fortuna,https://www.imdb.com/title/tt10256570,Film,6.7,118,2019,Drammatico,3026,2019-12-19,Ferzan Özpetek,"Stefano Accorsi, Edoardo Leo, Jasmine Trinca"
tt2398149,7,2020-01-16,L'ufficiale e la spia,J'accuse,https://www.imdb.com/title/tt2398149,Film,7.2,132,2019,"Drammatico, Storico, Thriller",22850,2019-11-21,Roman Polanski,"Jean Dujardin, Louis Garrel, Pierre Poirot"
tt8615136,6,2020-01-14,Hammamet,Hammamet,https://www.imdb.com/title/tt8615136,Film,5.8,126,2020,"Biografico, Drammatico",1908,2020-01-09,Gianni Amelio,"Pierfrancesco Favino, Livia Rossi, Luca Filippi"
tt0061418,7,2020-01-13,Gangster Story,Bonnie and Clyde,https://www.imdb.com/title/tt0061418,Film,7.7,111,1967,"Biografico, Azione, Poliziesco, Drammatico",126631,1967-12-01,Arthur Penn,"Warren Beatty, Faye Dunaway, Michael J. Pollard"
tt0053291,8,2020-01-01,A qualcuno piace caldo,Some Like It Hot,https://www.imdb.com/title/tt0053291,Film,8.2,121,1959,"Sentimentale, Musica, Commedia",300780,1959-09-16,Billy Wilder,"Marilyn Monroe, Tony Curtis, Jack Lemmon"
tt0038355,6,2019-12-30,Il grande sonno,The Big Sleep,https://www.imdb.com/title/tt0038355,Film,7.9,114,1946,"Poliziesco, Thriller, Drammatico, Giallo, Noir",94524,1947-12-23,Howard Hawks,"Humphrey Bogart, Lauren Bacall, John Ridgely"
tt0082971,7,2019-12-27,I predatori dell'arca perduta,Raiders of the Lost Ark,https://www.imdb.com/title/tt0082971,Film,8.4,115,1981,"Avventura, Azione",1096450,1981-09-16,Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman"
tt2527338,6,2019-12-25,Star Wars - L'ascesa di Skywalker,Star Wars: Episode IX - The Rise of Skywalker,https://www.imdb.com/title/tt2527338,Film,6.4,141,2019,"Fantascienza, Azione, Avventura, Fantastico",530899,2019-12-18,J.J. Abrams,"Daisy Ridley, John Boyega, Oscar Isaac"
tt0107507,6,2019-12-18,Misterioso omicidio a Manhattan,Manhattan Murder Mystery,https://www.imdb.com/title/tt0107507,Film,7.3,104,1993,"Giallo, Commedia",49131,1993-10-29,Woody Allen,"Woody Allen, Diane Keaton, Jerry Adler"
tt2527336,6,2019-12-17,Star Wars - Gli ultimi Jedi,Star Wars: Episode VIII - The Last Jedi,https://www.imdb.com/title/tt2527336,Film,6.8,152,2017,"Fantascienza, Azione, Avventura, Fantastico",707755,2017-12-13,Rian Johnson,"Daisy Ridley, John Boyega, Mark Hamill"
tt7653254,7,2019-12-16,Storia di un matrimonio,Marriage Story,https://www.imdb.com/title/tt7653254,Film,7.9,137,2019,"Drammatico, Sentimentale",366702,2019-12-06,Noah Baumbach,"Adam Driver, Scarlett Johansson, Julia Greer"
tt8946378,7,2019-12-14,Cena con delitto - Knives Out,Knives Out,https://www.imdb.com/title/tt8946378,Film,7.9,130,2019,"Poliziesco, Giallo, Thriller, Drammatico, Commedia",839165,2019-12-05,Rian Johnson,"Daniel Craig, Chris Evans, Ana de Armas"
tt10480532,4,2019-12-14,Il primo Natale,Il primo natale,https://www.imdb.com/title/tt10480532,Film,5.5,100,2019,"Commedia, Avventura, Fantastico",1393,2019-12-12,"Salvatore Ficarra,Valentino Picone","Salvatore Ficarra, Valentino Picone, Massimo Popolizio"
tt0076759,8,2019-12-13,Guerre stellari,Star Wars,https://www.imdb.com/title/tt0076759,Film,8.6,121,1977,"Fantascienza, Avventura, Fantastico, Azione",1544892,1977-10-20,George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher"
tt2488496,7,2019-12-13,Star Wars - Il risveglio della Forza,Star Wars: Episode VII - The Force Awakens,https://www.imdb.com/title/tt2488496,Film,7.7,138,2015,"Fantascienza, Azione, Avventura",1013860,2015-12-16,J.J. Abrams,"Daisy Ridley, John Boyega, Oscar Isaac"
tt0086190,8,2019-12-09,Il ritorno dello Jedi,Star Wars: Episode VI - Return of the Jedi,https://www.imdb.com/title/tt0086190,Film,8.3,131,1983,"Fantascienza, Avventura, Azione, Fantastico",1189593,1983-10-21,Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher"
tt0311113,7,2019-12-06,Master & Commander - Sfida ai confini del mare,Master and Commander: The Far Side of the World,https://www.imdb.com/title/tt0311113,Film,7.5,138,2003,"Guerra, Drammatico, Avventura, Azione",251554,2003-12-19,Peter Weir,"Russell Crowe, Paul Bettany, Billy Boyd"
tt0121766,5,2019-12-05,Star Wars: Episodio III - La vendetta dei Sith,Star Wars: Episode III - Revenge of the Sith,https://www.imdb.com/title/tt0121766,Film,7.6,140,2005,"Fantastico, Avventura, Fantascienza, Azione",904765,2005-05-20,George Lucas,"Hayden Christensen, Natalie Portman, Ewan McGregor"
tt0121765,4,2019-12-05,Star Wars: Episodio II - L'attacco dei cloni,Star Wars: Episode II - Attack of the Clones,https://www.imdb.com/title/tt0121765,Film,6.6,142,2002,"Fantastico, Fantascienza, Avventura, Azione",806797,2002-05-16,George Lucas,"Hayden Christensen, Natalie Portman, Ewan McGregor"
tt0080684,7,2019-11-30,L'Impero colpisce ancora,Star Wars: Episode V - The Empire Strikes Back,https://www.imdb.com/title/tt0080684,Film,8.7,124,1980,"Fantastico, Fantascienza, Avventura, Azione",1478735,1980-09-19,Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher"
tt1706620,7,2019-11-30,Snowpiercer,Snowpiercer,https://www.imdb.com/title/tt1706620,Film,7.1,126,2013,"Fantascienza, Thriller, Azione",414526,2014-02-27,Bong Joon Ho,"Chris Evans, Jamie Bell, Tilda Swinton"
tt1302006,5,2019-11-30,The Irishman,The Irishman,https://www.imdb.com/title/tt1302006,Film,7.8,209,2019,"Poliziesco, Drammatico, Biografico, Storico, Thriller",463500,2019-11-27,Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci"
tt0033467,8,2019-11-25,Quarto potere,Citizen Kane,https://www.imdb.com/title/tt0033467,Film,8.2,119,1941,"Drammatico, Giallo",488810,1948-11-25,Orson Welles,"Orson Welles, Joseph Cotten, Dorothy Comingore"
tt8951058,6,2019-11-21,The Panama Papers,The Panama Papers,https://www.imdb.com/title/tt8951058,Film,7.1,96,2018,Documentario,1825,2018-10-06,Alex Winter,"Bastian Obermayer, Katrin Langhans, Frederik Obermaier"
tt5164214,6,2019-11-16,Ocean's 8,Ocean's Eight,https://www.imdb.com/title/tt5164214,Film,6.3,110,2018,"Poliziesco, Azione, Commedia",257480,2018-07-26,Gary Ross,"Sandra Bullock, Cate Blanchett, Anne Hathaway"
tt0181865,5,2019-11-15,Traffic,Traffic,https://www.imdb.com/title/tt0181865,Film,7.5,147,2000,"Thriller, Poliziesco, Drammatico",228115,2001-03-09,Steven Soderbergh,"Michael Douglas, Benicio Del Toro, Catherine Zeta-Jones"
tt6751668,5,2019-11-15,Parasite,Gisaengchung,https://www.imdb.com/title/tt6751668,Film,8.5,132,2019,"Drammatico, Thriller",1120494,2019-11-07,Bong Joon Ho,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong"
tt0434409,8,2019-11-08,V per Vendetta,V for Vendetta,https://www.imdb.com/title/tt0434409,Film,8.1,132,2005,"Thriller, Azione, Drammatico, Fantascienza",1233136,2006-03-17,James McTeigue,"Hugo Weaving, Natalie Portman, Rupert Graves"
tt2379713,5,2019-10-31,Spectre,Spectre,https://www.imdb.com/title/tt2379713,Film,6.8,148,2015,"Avventura, Thriller, Azione",488701,2015-11-05,Sam Mendes,"Daniel Craig, Christoph Waltz, Léa Seydoux"
tt3766354,5,2019-10-25,The Equalizer 2 - Senza perdono,The Equalizer 2,https://www.imdb.com/title/tt3766354,Film,6.7,121,2018,"Azione, Poliziesco, Thriller, Giallo",223427,2018-09-13,Antoine Fuqua,"Denzel Washington, Pedro Pascal, Ashton Sanders"
tt0455944,6,2019-10-24,The Equalizer - Il vendicatore,The Equalizer,https://www.imdb.com/title/tt0455944,Film,7.3,132,2014,"Thriller, Azione, Poliziesco",457314,2014-10-09,Antoine Fuqua,"Denzel Washington, Marton Csokas, Chloë Grace Moretz"
tt8222408,5,2019-10-22,Notti magiche,Notti magiche,https://www.imdb.com/title/tt8222408,Film,6.1,125,2018,"Commedia, Drammatico, Giallo",1709,2018-11-08,Paolo Virzì,"Mauro Lamantia, Giovanni Toscano, Irene Vetere"
tt5052474,6,2019-10-17,Soldado,Sicario: Day of the Soldado,https://www.imdb.com/title/tt5052474,Film,7.1,122,2018,"Azione, Poliziesco, Drammatico, Thriller, Giallo",185866,2018-10-18,Stefano Sollima,"Benicio Del Toro, Josh Brolin, Isabela Merced"
tt3397884,7,2019-10-16,Sicario,Sicario,https://www.imdb.com/title/tt3397884,Film,7.7,121,2015,"Drammatico, Poliziesco, Giallo, Thriller, Azione",523650,2015-09-24,Denis Villeneuve,"Emily Blunt, Josh Brolin, Benicio Del Toro"
tt0116367,4,2019-10-16,Dal tramonto all'alba,From Dusk Till Dawn,https://www.imdb.com/title/tt0116367,Film,7.2,108,1996,"Poliziesco, Azione, Horror",364053,1997-01-03,Robert Rodriguez,"Harvey Keitel, George Clooney, Juliette Lewis"
tt7286456,7,2019-10-16,Joker,Joker,https://www.imdb.com/title/tt7286456,Film,8.3,122,2019,"Poliziesco, Drammatico, Thriller",1655961,2019-10-03,Todd Phillips,"Joaquin Phoenix, Robert De Niro, Zazie Beetz"
tt7366338,8,2019-09-26,Chernobyl,Chernobyl,https://www.imdb.com/title/tt7366338,Mini serie TV,9.3,60,2019,"Drammatico, Storico, Thriller",992793,2019-06-10,,"Jessie Buckley, Jared Harris, Stellan Skarsgård"
